age,celltype,gene,score,log2fc_ko_vs_ctrl,p_value,p_adj_bh,ko_pct_detected_rank_genes_groups,ctrl_n_cells,ctrl_avg_lognorm_expr,ctrl_pct_detected,ko_n_cells,ko_avg_lognorm_expr,ko_pct_detected,direction
P35,AC,Slc15a2,7.972022,1.7604898,1.5609865561036383e-15,1.4206538647099212e-11,0.35340314136125656,464,0.14332627,12.068965517241388,382,0.42011225,35.34031413612558,up_in_KO
P35,AC,Dynlt1b,7.557904,1.9809699,4.096163306393715e-14,1.86395911257446e-10,0.25392670157068065,464,0.048149988,6.681034482758619,382,0.17791732,25.392670157068082,up_in_KO
P35,AC,Arsb,4.998772,0.7497746,5.769651350470905e-07,0.0013127399235158925,0.5863874345549738,464,0.44268563,42.887931034482634,382,0.6608386,58.63874345549709,up_in_KO
P35,AC,Tmem181a,4.1056867,0.78968185,4.031155490812447e-05,0.061145910203140134,0.42408376963350786,464,0.23549211,30.38793103448269,382,0.37776664,42.40837696335064,not_significant
P35,AC,Ide,4.004027,0.6205961,6.227333891536694e-05,0.08096423678125064,0.5497382198952879,464,0.39690682,42.241379310344705,382,0.5591025,54.97382198952854,not_significant
P35,AC,Nefl,3.7347014,0.8953183,0.00018793802353068311,0.15549308655934063,0.15968586387434555,464,0.08494298,7.543103448275862,382,0.15263532,15.968586387434566,not_significant
P35,AC,Ptgds,3.6457996,1.1621001,0.0002665616026013716,0.20216476210625692,0.16230366492146597,464,0.07046286,8.189655172413794,382,0.1513228,16.230366492146608,not_significant
P35,AC,Scnm1,3.5483758,0.99530506,0.00038761451571877887,0.23189998217777652,0.21204188481675393,464,0.07170182,12.500000000000009,382,0.13818401,21.20418848167541,not_significant
P35,AC,Gm15155,3.5350542,1.3286155,0.0004076914311443165,0.23189998217777652,0.11518324607329843,464,0.072872214,4.956896551724137,382,0.17383628,11.51832460732985,not_significant
P35,AC,Rpap2,3.5153394,0.8356529,0.00043919232244510933,0.23512290156311413,0.2774869109947644,464,0.14286633,17.887931034482744,382,0.2422251,27.748691099476435,not_significant
P35,AC,Btaf1,3.4930692,0.4351711,0.0004775029977311148,0.24143082124171533,0.6596858638743456,464,0.5758954,56.03448275862066,382,0.7192475,65.96858638743419,not_significant
P35,AC,Hat1,3.4344745,0.7866202,0.0005937041621459052,0.28438429366788864,0.2801047120418848,464,0.13484345,18.534482758620673,382,0.22236,28.010471204188477,not_significant
P35,AC,mt-Nd4l,3.3286579,0.46639326,0.0008726551898162476,0.37819213726274614,0.6989528795811518,464,1.0129275,61.637931034482854,382,1.2304977,69.89528795811478,not_significant
P35,AC,Ssr4,3.2985554,0.74299985,0.0009718372509137381,0.38455177480721436,0.3089005235602094,464,0.15490802,21.551724137931004,382,0.2471892,30.89005235602091,not_significant
P35,AC,Ttll7,3.2817037,0.45765522,0.00103181986823053,0.3847004221225154,0.643979057591623,464,0.63515526,54.741379310344776,382,0.79685664,64.39790575916196,not_significant
P35,AC,9030025P20Rik,3.2749643,0.96461195,0.0010567531648239628,0.3847004221225154,0.13612565445026178,464,0.049720034,6.89655172413793,382,0.09484028,13.612565445026187,not_significant
P35,AC,Hsph1,3.1981442,0.7606484,0.0013831513408222832,0.4368387194118901,0.21465968586387435,464,0.0968224,13.146551724137936,382,0.15892123,21.46596858638745,not_significant
P35,AC,Rps3a1,3.196311,0.73088753,0.001391970427749128,0.4368387194118901,0.4293193717277487,464,0.43799335,35.775862068965424,382,0.6482234,42.93193717277472,not_significant
P35,AC,Emc1,3.1431952,0.85024476,0.0016711444252741096,0.47528391920061475,0.193717277486911,464,0.07410569,11.853448275862078,382,0.12986358,19.371727748691114,not_significant
P35,AC,Edil3,3.1056855,0.48478168,0.0018983849384654518,0.49281797019087087,0.5497382198952879,464,0.73042375,43.10344827586194,382,0.91855645,54.97382198952854,not_significant
P35,AC,Timm21,3.1021585,1.0324851,0.0019211504719456776,0.49281797019087087,0.15968586387434555,464,0.055327766,9.051724137931037,382,0.11007773,15.968586387434566,not_significant
P35,AC,Cartpt,3.0936553,1.2477486,0.001977069682191018,0.49281797019087087,0.14136125654450263,464,0.11138573,7.758620689655173,382,0.24670544,14.136125654450272,not_significant
P35,AC,R3hdm2,3.052021,0.26863605,0.0022730616010699202,0.49281797019087087,0.8219895287958116,464,1.0874298,77.80172413793147,382,1.21466,82.19895287958063,not_significant
P35,AC,Ogfrl1,3.0500193,0.5025258,0.002288266154645134,0.49281797019087087,0.39267015706806285,464,0.27559552,29.094827586206833,382,0.37124452,39.26701570680617,not_significant
P35,AC,Sort1,3.0378666,0.42543823,0.002382594296055194,0.49281797019087087,0.49214659685863876,464,0.37337884,39.655172413793,382,0.47491637,49.214659685863666,not_significant
P35,AC,Rer1,3.0181262,0.5451884,0.0025434294277346444,0.5143944715958444,0.27225130890052357,464,0.13189945,18.103448275862053,382,0.18709292,27.225130890052355,not_significant
P35,AC,Dynlt1a,2.9987617,0.71089816,0.0027107928828718963,0.5317602073776367,0.19109947643979058,464,0.08571428,11.637931034482767,382,0.13670287,19.109947643979073,not_significant
P35,AC,Chchd1,2.9948108,0.8367809,0.0027461520433742365,0.5317602073776367,0.25392670157068065,464,0.1204986,17.887931034482744,382,0.20597407,25.392670157068082,not_significant
P35,AC,Josd1,2.9482777,0.7111366,0.003195498939920941,0.549715915581543,0.2513089005235602,464,0.12156453,17.241379310344815,382,0.19195361,25.13089005235604,not_significant
P35,AC,Caskin1,2.9433243,0.5758953,0.003247079919673812,0.549715915581543,0.34554973821989526,464,0.20542452,25.646551724137883,382,0.29261464,34.554973821989456,not_significant
P35,AC,Rsph3b,2.9384027,1.2670141,0.003299082117460899,0.549715915581543,0.112565445026178,464,0.042299673,5.818965517241377,382,0.09892488,11.256544502617809,not_significant
P35,AC,Gm10076,2.9355652,0.9650763,0.0033294062542946375,0.549715915581543,0.25392670157068065,464,0.13015386,18.534482758620673,382,0.24008586,25.392670157068082,not_significant
P35,AC,Unc13a,2.9292562,0.40742823,0.0033977427666770986,0.549715915581543,0.6596858638743456,464,0.603703,58.405172413793125,382,0.74163145,65.96858638743419,not_significant
P35,AC,Abcd2,2.9251504,0.693151,0.0034428971748322107,0.549715915581543,0.27225130890052357,464,0.181274,19.181034482758598,382,0.27863923,27.225130890052355,not_significant
P35,AC,Nrip3,2.9097028,0.90803266,0.0036177268777860434,0.5676712468057031,0.13350785340314136,464,0.059305254,7.327586206896551,382,0.10854185,13.350785340314145,not_significant
P35,AC,Il31ra,2.8898315,1.0565196,0.0038544819237514346,0.5945701692891832,0.1099476439790576,464,0.045165002,5.603448275862067,382,0.091751784,10.994764397905767,not_significant
P35,AC,Vkorc1l1,2.8800116,0.51351345,0.003976605710982782,0.6001754984328141,0.3507853403141361,464,0.20454383,26.077586206896502,382,0.2806558,35.07853403141354,not_significant
P35,AC,Calr,2.8707385,0.51905286,0.004095140265360738,0.6001754984328141,0.387434554973822,464,0.29478285,29.95689655172407,382,0.39963952,38.74345549738209,not_significant
P35,AC,Capzb,2.8650718,0.41690686,0.0041691470196039354,0.6001754984328141,0.5366492146596858,464,0.45223284,43.74999999999987,382,0.567251,53.66492146596834,not_significant
P35,AC,Ncs1,2.8589735,0.47629705,0.00425014356921618,0.6001754984328141,0.34554973821989526,464,0.21011002,25.215517241379263,382,0.28161958,34.554973821989456,not_significant
P35,AC,Sltm,2.8455083,0.3329133,0.00443406124011693,0.6001754984328141,0.8167539267015707,464,0.9591621,71.76724137931065,382,1.1076585,81.67539267015655,not_significant
P35,AC,Srrd,2.842699,0.86289376,0.004473329485072308,0.6001754984328141,0.11518324607329843,464,0.039821815,6.034482758620687,382,0.071282536,11.51832460732985,not_significant
