age,celltype,gene,score,log2fc_ko_vs_ctrl,p_value,p_adj_bh,ko_pct_detected_rank_genes_groups,ctrl_n_cells,ctrl_avg_lognorm_expr,ctrl_pct_detected,ko_n_cells,ko_avg_lognorm_expr,ko_pct_detected,direction
P35,Cones,Rffl,-1.2345577,-0.61888826,0.21699514589346935,0.5851534370030053,0.3121951219512195,233,0.28655985,35.19313304721026,205,0.19563563,31.21951219512197,not_significant
P35,Cones,Osbpl2,-1.235307,-0.38616908,0.21671629496547384,0.5851213819542203,0.4146341463414634,233,0.35194296,47.21030042918444,205,0.27972424,41.46341463414637,not_significant
P35,Cones,Atl2,-1.2359339,-0.43195218,0.2164831210218584,0.5848322404542168,0.2682926829268293,233,0.21144639,32.18884120171672,205,0.16087607,26.82926829268294,not_significant
P35,Cones,Ptpn21,-1.237966,-0.27120978,0.21572867919283845,0.583404794688955,0.6585365853658537,233,0.62902147,67.81115879828305,205,0.54562575,65.85365853658541,not_significant
P35,Cones,Pskh1,-1.2388928,-0.46424192,0.21538519953847368,0.5830969578943777,0.17073170731707318,233,0.12906642,21.459227467811175,205,0.095182635,17.073170731707325,not_significant
P35,Cones,D030047H15Rik,-1.239082,-0.73637885,0.21531512501325956,0.5830969578943777,0.07317073170731707,233,0.06096879,10.729613733905586,205,0.03704025,7.317073170731707,not_significant
P35,Cones,Zfp617,-1.2391788,-0.33321047,0.21527928329106527,0.5830969578943777,0.4585365853658537,233,0.37729582,49.356223175965546,205,0.31028387,45.85365853658539,not_significant
P35,Cones,Gm28258,-1.239258,-0.42293024,0.21524993971290196,0.5830969578943777,0.09268292682926829,233,0.09238751,13.304721030042927,205,0.06970913,9.26829268292683,not_significant
P35,Cones,Dap,-1.2396203,-0.53092897,0.2151158791467146,0.5830969578943777,0.06829268292682927,233,0.059049163,10.300429184549362,205,0.041237123,6.829268292682926,not_significant
P35,Cones,Eif2s3y,-1.2396425,-0.19502951,0.21510763278540534,0.5830969578943777,0.7268292682926829,233,0.80966085,77.2532188841199,205,0.73690057,72.68292682926834,not_significant
P35,Cones,E130307A14Rik,-1.2402711,-0.22151707,0.2148751556736671,0.5830969578943777,0.5121951219512195,233,0.5309588,59.22746781115863,205,0.47053215,51.219512195121986,not_significant
P35,Cones,4931415C17Rik,-1.2402892,-0.3234178,0.21486845310045133,0.5830969578943777,0.07317073170731707,233,0.055130966,11.15879828326181,205,0.04430048,7.317073170731707,not_significant
P35,Cones,Tmem150c,-1.2404823,-0.20073041,0.21479704910955566,0.5830969578943777,0.7707317073170732,233,0.8399799,77.2532188841199,205,0.7632996,77.07317073170738,not_significant
P35,Cones,Rwdd4a,-1.2409368,-0.2740512,0.2146291093433932,0.5830969578943777,0.5317073170731708,233,0.49369383,57.939914163089966,205,0.42390552,53.17073170731711,not_significant
P35,Cones,Dnhd1,-1.2420254,-0.48396865,0.2142271992540452,0.5824694394723849,0.13658536585365855,233,0.11644776,18.45493562231761,205,0.08461926,13.658536585365857,not_significant
P35,Cones,Ehmt2,-1.2422944,-0.26221293,0.2141279565491533,0.5824694394723849,0.2097560975609756,233,0.15652607,26.609442060085847,205,0.13215172,20.975609756097573,not_significant
P35,Cones,Zfp865,-1.2424275,-0.7696024,0.21407886623753514,0.5824694394723849,0.07804878048780488,233,0.06218194,11.15879828326181,205,0.036941707,7.804878048780488,not_significant
P35,Cones,Zfp758,-1.2435346,-0.18690032,0.21367091815805528,0.5821512798097735,0.2,233,0.1369047,26.180257510729625,205,0.12123595,20.00000000000001,not_significant
P35,Cones,Rfx5,-1.2444866,-0.32664624,0.2133205399038458,0.5817091853874126,0.1951219512195122,233,0.14299195,24.463519313304737,205,0.11562505,19.51219512195123,not_significant
P35,Cones,Armh3,-1.245674,-0.32827666,0.2128840956026803,0.5808605161488427,0.35121951219512193,233,0.3101095,40.34334763948491,205,0.25431836,35.12195121951221,not_significant
P35,Cones,Ctbp1,-1.2462517,-0.2708666,0.21267201560072635,0.5805483178492493,0.47804878048780486,233,0.36405656,52.789699570815316,205,0.31040817,47.804878048780516,not_significant
P35,Cones,Klhl5,-1.2470822,-0.2669763,0.21236733993467938,0.5803039212294612,0.47804878048780486,233,0.42744148,53.21888412017154,205,0.36688283,47.804878048780516,not_significant
P35,Cones,Akr1e1,-1.2473146,-0.22168963,0.21228218003254173,0.5802421285096905,0.6731707317073171,233,0.6800834,70.81545064377659,205,0.6072079,67.31707317073176,not_significant
P35,Cones,Cckbr,-1.2488443,-0.30950138,0.2117220318153945,0.5790522668488841,0.5463414634146342,233,0.47981665,61.373390557939736,205,0.40338552,54.63414634146345,not_significant
P35,Cones,Ciz1,-1.2489569,-0.28394812,0.2116808499154651,0.5790522668488841,0.23902439024390243,233,0.17130513,29.61373390557939,205,0.14277454,23.902439024390258,not_significant
P35,Cones,Itch,-1.249444,-0.23104814,0.21150272299959416,0.5790522668488841,0.7365853658536585,233,0.8109739,75.96566523605124,205,0.72517985,73.65853658536591,not_significant
P35,Cones,Sat2,-1.2497284,-0.55774266,0.21139875449875067,0.5790216254753203,0.08780487804878048,233,0.065776974,12.44635193133048,205,0.045154005,8.78048780487805,not_significant
P35,Cones,Lmo2,-1.2497705,-0.70232856,0.21138338414268576,0.5790216254753203,0.1073170731707317,233,0.08439829,14.592274678111597,205,0.052707434,10.731707317073173,not_significant
P35,Cones,Gtf2h4,-1.2528642,-0.29776466,0.21025511772766758,0.5769111881572234,0.21951219512195122,233,0.14984746,28.32618025751073,205,0.123552896,21.951219512195134,not_significant
P35,Cones,Gigyf1,-1.253396,-0.26031408,0.21006160579778455,0.5765507446704281,0.1902439024390244,233,0.15508941,24.034334763948515,205,0.13108599,19.02439024390245,not_significant
P35,Cones,Zfp943,-1.2549152,-0.48461714,0.20950954852341197,0.5757168488304777,0.3073170731707317,233,0.24951224,34.76394849785404,205,0.18443738,30.731707317073187,not_significant
P35,Cones,Trim59,-1.2555201,-0.5021635,0.20929001006414072,0.5754544823251433,0.08292682926829269,233,0.07761434,12.017167381974255,205,0.055417765,8.292682926829269,not_significant
P35,Cones,Parn,-1.2555205,-0.3358429,0.20928988257255643,0.5754544823251433,0.40487804878048783,233,0.35041994,46.351931330472,205,0.28706318,40.487804878048806,not_significant
P35,Cones,Sez6l2,-1.2556161,-0.34333628,0.2092552227577209,0.5754544823251433,0.4975609756097561,233,0.42155114,52.3605150214591,205,0.345914,49.75609756097564,not_significant
P35,Cones,Gnat2,-1.2561623,0.0357471,0.209057124032072,0.5753257014670815,0.9853658536585366,233,3.2088385,96.56652360514984,205,3.2326262,98.53658536585374,not_significant
P35,Cones,Skp2,-1.2570695,-0.28294805,0.2087285019862961,0.574855887269834,0.09268292682926829,233,0.068786174,13.304721030042927,205,0.05687722,9.26829268292683,not_significant
P35,Cones,Asb13,-1.2584524,-0.4746589,0.20822819461971054,0.5742369088843801,0.21951219512195122,233,0.1636218,27.03862660944207,205,0.120383196,21.951219512195134,not_significant
P35,Cones,Bmpr1a,-1.2589296,-0.18849808,0.20805576901590472,0.5739445470408578,0.8,233,0.9332006,81.97424892703833,205,0.85598457,80.00000000000006,not_significant
P35,Cones,Setd1a,-1.2593131,-0.36012274,0.2079172453291922,0.5739445470408578,0.14146341463414633,233,0.11880053,18.884120171673832,205,0.09374492,14.146341463414638,not_significant
P35,Cones,Lactbl1,-1.2599446,-0.23947579,0.20768934378500514,0.573603465999849,0.5024390243902439,233,0.45169112,55.36480686695264,205,0.3944978,50.243902439024424,not_significant
P35,Cones,Gm16740,-1.2600491,-0.20758271,0.207651658866429,0.573603465999849,0.0975609756097561,233,0.06474198,14.163090128755373,205,0.056305118,9.756097560975611,not_significant
P35,Cones,Trpm7,-1.2604802,-0.19844274,0.2074962199976903,0.573603465999849,0.7317073170731707,233,0.7681131,72.10300429184525,205,0.696729,73.17073170731713,not_significant
P35,Cones,Mtmr6,-1.2611458,-0.20764668,0.2072563089777527,0.5734317859787093,0.5317073170731708,233,0.42261484,54.93562231759642,205,0.3753102,53.17073170731711,not_significant
P35,Cones,Dcaf4,-1.2614518,-0.2816391,0.2071460801966527,0.5733648762054807,0.25853658536585367,233,0.18083109,31.330472103004276,205,0.15105523,25.853658536585378,not_significant
P35,Cones,Swt1,-1.262201,-0.24377011,0.2068765008538923,0.5730645859723974,0.551219512195122,233,0.5492875,60.944206008583514,205,0.4813239,55.12195121951223,not_significant
P35,Cones,Nol9,-1.2624018,-0.91210216,0.20680425255681278,0.5730645859723974,0.08780487804878048,233,0.083334304,12.44635193133048,205,0.045147594,8.78048780487805,not_significant
P35,Cones,Usp4,-1.2628756,-0.3212206,0.20663390536777526,0.5730645859723974,0.44390243902439025,233,0.37888435,50.64377682403421,205,0.31386444,44.39024390243905,not_significant
P35,Cones,Cutal,-1.2638361,-0.39282966,0.20628886509860966,0.5730170370353298,0.13658536585365855,233,0.10613122,18.45493562231761,205,0.08183663,13.658536585365857,not_significant
P35,Cones,Sqle,-1.2645563,-0.40017125,0.20603044312326213,0.5726737691243533,0.23902439024390243,233,0.18193208,30.042918454935613,205,0.14080448,23.902439024390258,not_significant
P35,Cones,Tle1,-1.2673154,-0.44418105,0.2050425420710973,0.5717003583967566,0.2731707317073171,233,0.25010878,32.18884120171672,205,0.18967919,27.31707317073172,not_significant
P35,Cones,Snrnp48,-1.268645,-0.2604435,0.20456767724107472,0.5709309090750452,0.5317073170731708,233,0.44227213,57.939914163089966,205,0.38142237,53.17073170731711,not_significant
P35,Cones,C2cd2,-1.2691628,-0.45671108,0.20438302380860407,0.5705872139248931,0.17073170731707318,233,0.13842934,21.888412017167397,205,0.10271984,17.073170731707325,not_significant
P35,Cones,Zfp40,-1.2693537,-0.30437353,0.20431493844382487,0.5705688392364128,0.2682926829268293,233,0.20530532,33.9055793991416,205,0.1693646,26.82926829268294,not_significant
P35,Cones,St3gal2,-1.2696378,-0.39434406,0.2042136847981777,0.5705688392364128,0.07804878048780488,233,0.0621163,11.587982832618032,205,0.04760751,7.804878048780488,not_significant
P35,Cones,Sfxn1,-1.2696378,-0.5142578,0.2042136847981777,0.5705688392364128,0.07804878048780488,233,0.06378358,11.587982832618032,205,0.045081645,7.804878048780488,not_significant
P35,Cones,Desi1,-1.2698247,-0.1959697,0.20414708170221407,0.5705688392364128,0.7219512195121951,233,0.7390934,74.24892703862636,205,0.67043024,72.19512195121956,not_significant
P35,Cones,Mtf2,-1.2700629,-0.3331364,0.20406221590375773,0.5705688392364128,0.48292682926829267,233,0.42812347,52.3605150214591,205,0.35360453,48.2926829268293,not_significant
P35,Cones,Otud3,-1.270889,-0.4541384,0.2037681044762516,0.5700713827581985,0.08780487804878048,233,0.06006925,12.875536480686703,205,0.044199653,8.78048780487805,not_significant
P35,Cones,Smc5,-1.2714936,-0.19390789,0.20355313793892393,0.5698136574108018,0.7463414634146341,233,0.7968493,72.9613733905577,205,0.7252703,74.63414634146346,not_significant
P35,Cones,Zmynd12,-1.2733245,-0.8729977,0.20290290509576436,0.5686798340100925,0.0975609756097561,233,0.078665145,13.304721030042927,205,0.04371698,9.756097560975611,not_significant
P35,Cones,Cpsf3,-1.2734224,-0.22688158,0.20286820617553636,0.5686798340100925,0.3170731707317073,233,0.23285596,38.62660944206003,205,0.20216043,31.70731707317075,not_significant
P35,Cones,Unc13a,-1.2734572,-0.1406,0.2028558506333189,0.5686798340100925,0.2780487804878049,233,0.22192512,34.33476394849782,205,0.20327114,27.804878048780502,not_significant
P35,Cones,Morn2,-1.2737476,-0.18430936,0.20275287976321066,0.5686798340100925,0.3024390243902439,233,0.21593216,37.33905579399136,205,0.19236505,30.243902439024406,not_significant
P35,Cones,Gm50100,-1.27562,-0.5625024,0.20208990748314803,0.5673716830969007,0.08292682926829269,233,0.0639826,12.017167381974255,205,0.043768395,8.292682926829269,not_significant
P35,Cones,Ncoa6,-1.2776338,-0.2734527,0.20137857550940264,0.5661178924244631,0.5317073170731708,233,0.5014212,59.65665236051485,205,0.43090633,53.17073170731711,not_significant
