cell,sample,age,condition,age_condition,celltype,umap_1,umap_2,gene,raw_count,detected,lognorm_expr
cell_15968,35dayS1,P35,Ctrl,P35_Ctrl,Rod,13.088151,5.171573,Gls,9.0,True,2.664519341657022
cell_15969,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.045877,4.9416533,Gls,4.0,True,2.259294358959868
cell_15970,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.73223,3.847114,Gls,13.0,True,3.0309972211829654
cell_15971,35dayS1,P35,Ctrl,P35_Ctrl,AC,-0.9573001,4.1228576,Gls,2.0,True,1.0929775372661399
cell_15972,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.901185,4.804297,Gls,0.0,False,0.0
cell_15973,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.482292,-1.7024317,Gls,1.0,True,1.461229805393645
cell_15974,35dayS1,P35,Ctrl,P35_Ctrl,Rod,3.8877087,-0.92112184,Gls,5.0,True,2.134351611042346
cell_15975,35dayS1,P35,Ctrl,P35_Ctrl,BC,15.257349,-3.508726,Gls,11.0,True,3.1634641160681958
cell_15976,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.5187645,11.922193,Gls,0.0,False,0.0
cell_15977,35dayS1,P35,Ctrl,P35_Ctrl,AC,-3.2250936,8.335039,Gls,0.0,False,0.0
cell_15978,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.606993,11.483557,Gls,0.0,False,0.0
cell_15979,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.0883408,-2.6385353,Gls,2.0,True,1.5257120478661994
cell_15980,35dayS1,P35,Ctrl,P35_Ctrl,Rod,9.488925,6.239321,Gls,4.0,True,2.192969251766081
cell_15981,35dayS1,P35,Ctrl,P35_Ctrl,Rod,5.8890333,5.504923,Gls,3.0,True,1.3619713201482062
cell_15982,35dayS1,P35,Ctrl,P35_Ctrl,Rod,9.984957,5.780942,Gls,0.0,False,0.0
cell_15983,35dayS1,P35,Ctrl,P35_Ctrl,MG,1.0819927,8.977169,Gls,0.0,False,0.0
cell_15984,35dayS1,P35,Ctrl,P35_Ctrl,Rod,12.289086,5.1218667,Gls,2.0,True,1.5602697862650936
cell_15985,35dayS1,P35,Ctrl,P35_Ctrl,Rod,6.186321,-1.6222486,Gls,1.0,True,0.4356905872867651
cell_15986,35dayS1,P35,Ctrl,P35_Ctrl,Rod,12.039296,11.236295,Gls,0.0,False,0.0
cell_15987,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.1101804,-3.9713914,Gls,0.0,False,0.0
cell_15988,35dayS1,P35,Ctrl,P35_Ctrl,Rod,5.0176,-3.0746126,Gls,4.0,True,1.868404294668626
cell_15989,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.6110945,-3.6143932,Gls,0.0,False,0.0
cell_15990,35dayS1,P35,Ctrl,P35_Ctrl,Rod,7.73692,6.82914,Gls,0.0,False,0.0
cell_15991,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.043088,6.821174,Gls,3.0,True,2.2636585049241713
cell_15992,35dayS1,P35,Ctrl,P35_Ctrl,AC,-2.491518,1.4160688,Gls,1.0,True,0.7997073682881064
cell_15993,35dayS1,P35,Ctrl,P35_Ctrl,Rod,5.198431,-2.6633549,Gls,2.0,True,1.273222877460396
cell_15994,35dayS1,P35,Ctrl,P35_Ctrl,MG,0.9080484,8.921823,Gls,2.0,True,0.6665967359999185
cell_15995,35dayS1,P35,Ctrl,P35_Ctrl,AC,-2.738482,-1.7752712,Gls,4.0,True,1.5796369076628507
cell_15996,35dayS1,P35,Ctrl,P35_Ctrl,Rod,3.7566688,-4.8388853,Gls,0.0,False,0.0
cell_15997,35dayS1,P35,Ctrl,P35_Ctrl,Rod,2.6438377,-1.6595856,Gls,0.0,False,0.0
cell_15998,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.8549285,-3.817272,Gls,1.0,True,1.1279857976487266
cell_15999,35dayS1,P35,Ctrl,P35_Ctrl,Rod,2.3309987,-3.45027,Gls,0.0,False,0.0
cell_16000,35dayS1,P35,Ctrl,P35_Ctrl,BC,10.808713,-8.319614,Gls,25.0,True,2.350131242017003
cell_16001,35dayS1,P35,Ctrl,P35_Ctrl,Rod,12.996995,11.848109,Gls,1.0,True,1.2193324171284952
cell_16002,35dayS1,P35,Ctrl,P35_Ctrl,Rod,2.9703114,-1.110124,Gls,2.0,True,1.380435588880393
cell_16003,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.783575,-1.7277285,Gls,2.0,True,1.375001521940546
cell_16004,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.267163,-4.645094,Gls,0.0,False,0.0
cell_16005,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.379164,5.773761,Gls,1.0,True,1.0053274347765913
cell_16006,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.3978853,-4.549513,Gls,1.0,True,1.3838991503939357
cell_16007,35dayS1,P35,Ctrl,P35_Ctrl,Rod,6.8829794,4.8919,Gls,6.0,True,2.1441576261680133
cell_16008,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.7681565,-1.9081339,Gls,2.0,True,1.608798219464901
cell_16009,35dayS1,P35,Ctrl,P35_Ctrl,MG,2.2774754,9.378799,Gls,3.0,True,0.7842699554953698
cell_16010,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.220586,5.4587407,Gls,1.0,True,0.9995404639859715
cell_16011,35dayS1,P35,Ctrl,P35_Ctrl,AC,-5.091319,-3.2442343,Gls,0.0,False,0.0
cell_16012,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.9716153,-1.5022757,Gls,0.0,False,0.0
cell_16013,35dayS1,P35,Ctrl,P35_Ctrl,Rod,6.29824,5.231842,Gls,5.0,True,1.798121026825581
cell_16014,35dayS1,P35,Ctrl,P35_Ctrl,Rod,2.3292594,-2.6420293,Gls,0.0,False,0.0
cell_16015,35dayS1,P35,Ctrl,P35_Ctrl,Rod,5.9917417,-1.2810138,Gls,2.0,True,0.9928615683996593
cell_16016,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.879031,6.437162,Gls,8.0,True,2.76599235374705
cell_16017,35dayS1,P35,Ctrl,P35_Ctrl,Rod,12.094308,5.531725,Gls,1.0,True,1.1891072614610085
cell_16018,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.307071,-3.856046,Gls,1.0,True,1.3473925037326286
cell_16019,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.190198,6.5380077,Gls,1.0,True,1.3373637376483105
cell_16020,35dayS1,P35,Ctrl,P35_Ctrl,BC,5.768779,-10.796414,Gls,18.0,True,2.4292337022291295
cell_16021,35dayS1,P35,Ctrl,P35_Ctrl,Cones,16.664036,-5.2356825,Gls,12.0,True,1.941423601150613
cell_16022,35dayS1,P35,Ctrl,P35_Ctrl,Rod,10.856084,4.292474,Gls,0.0,False,0.0
cell_16023,35dayS1,P35,Ctrl,P35_Ctrl,MG,0.78425413,9.762595,Gls,1.0,True,0.37221021002280347
cell_16024,35dayS1,P35,Ctrl,P35_Ctrl,Rod,8.983248,7.080401,Gls,7.0,True,2.694344832590272
cell_16025,35dayS1,P35,Ctrl,P35_Ctrl,Rod,6.9607854,3.9259474,Gls,3.0,True,1.5807340500935054
cell_16026,35dayS1,P35,Ctrl,P35_Ctrl,Rod,6.063684,5.6273036,Gls,1.0,True,0.968093367459482
cell_16027,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.744443,7.1898375,Gls,3.0,True,2.5402028253729627
cell_16028,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.196554,4.3577223,Gls,2.0,True,1.4645447700752117
cell_16029,35dayS1,P35,Ctrl,P35_Ctrl,Rod,10.499391,6.0509605,Gls,3.0,True,2.0830666406622904
cell_16030,35dayS1,P35,Ctrl,P35_Ctrl,MG,2.017331,2.5923207,Gls,0.0,False,0.0
cell_16031,35dayS1,P35,Ctrl,P35_Ctrl,Rod,12.860149,9.697053,Gls,0.0,False,0.0
cell_16032,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.3195224,3.5861995,Gls,9.0,True,1.716173540600162
cell_16033,35dayS1,P35,Ctrl,P35_Ctrl,BC,16.26463,-0.33816424,Gls,3.0,True,2.1633466275439694
cell_16034,35dayS1,P35,Ctrl,P35_Ctrl,Rod,8.9592085,7.1904516,Gls,0.0,False,0.0
cell_16035,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.204179,-1.481016,Gls,0.0,False,0.0
cell_16036,35dayS1,P35,Ctrl,P35_Ctrl,BC,8.2850485,-11.151105,Gls,11.0,True,2.041268583027799
cell_16037,35dayS1,P35,Ctrl,P35_Ctrl,Rod,10.265559,7.023741,Gls,3.0,True,1.8695632911844504
cell_16038,35dayS1,P35,Ctrl,P35_Ctrl,Rod,9.822063,3.2761073,Gls,6.0,True,2.627939696939435
cell_16039,35dayS1,P35,Ctrl,P35_Ctrl,Rod,13.073732,5.473626,Gls,5.0,True,2.26871940417879
cell_16040,35dayS1,P35,Ctrl,P35_Ctrl,Rod,7.6269665,-2.9342144,Gls,1.0,True,1.168235379177023
cell_16041,35dayS1,P35,Ctrl,P35_Ctrl,Rod,3.7824593,-2.065963,Gls,4.0,True,2.1404522873144267
cell_16042,35dayS1,P35,Ctrl,P35_Ctrl,Rod,3.0512762,-2.0082045,Gls,2.0,True,1.5054789387015626
cell_16043,35dayS1,P35,Ctrl,P35_Ctrl,Rod,12.229394,6.4825993,Gls,4.0,True,1.7405280196718425
cell_16044,35dayS1,P35,Ctrl,P35_Ctrl,Rod,2.9238784,-3.7897084,Gls,0.0,False,0.0
cell_16045,35dayS1,P35,Ctrl,P35_Ctrl,AC,-1.541127,-8.289209,Gls,2.0,True,1.0344525294670748
cell_16046,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.522267,8.122808,Gls,4.0,True,2.0259456223307337
cell_16047,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.7752695,6.7856016,Gls,0.0,False,0.0
cell_16048,35dayS1,P35,Ctrl,P35_Ctrl,AC,-5.5626464,-3.270298,Gls,6.0,True,2.44543422219464
cell_16049,35dayS1,P35,Ctrl,P35_Ctrl,Rod,12.073516,10.361005,Gls,1.0,True,1.4673635521518809
cell_16050,35dayS1,P35,Ctrl,P35_Ctrl,Rod,12.2496395,5.260068,Gls,2.0,True,1.8026756914918705
cell_16051,35dayS1,P35,Ctrl,P35_Ctrl,MG,2.4525018,10.929012,Gls,0.0,False,0.0
cell_16052,35dayS1,P35,Ctrl,P35_Ctrl,Rod,10.144155,7.4086113,Gls,2.0,True,1.8198010720687876
cell_16053,35dayS1,P35,Ctrl,P35_Ctrl,Rod,10.7156,4.5377855,Gls,1.0,True,0.9248045158599677
cell_16054,35dayS1,P35,Ctrl,P35_Ctrl,Rod,3.7639656,-2.9361517,Gls,2.0,True,1.6788143197776388
cell_16055,35dayS1,P35,Ctrl,P35_Ctrl,Rod,9.2597885,4.447482,Gls,0.0,False,0.0
cell_16056,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.638742,11.767098,Gls,0.0,False,0.0
cell_16057,35dayS1,P35,Ctrl,P35_Ctrl,MG,1.1719095,5.3851395,Gls,2.0,True,1.2877637782825913
cell_16058,35dayS1,P35,Ctrl,P35_Ctrl,Rod,6.0576544,4.606791,Gls,4.0,True,1.638959446287342
cell_16059,35dayS1,P35,Ctrl,P35_Ctrl,Rod,5.575842,-2.6202295,Gls,1.0,True,1.227458416166272
cell_16060,35dayS1,P35,Ctrl,P35_Ctrl,Rod,8.209517,4.0008187,Gls,5.0,True,2.124947330391346
cell_16061,35dayS1,P35,Ctrl,P35_Ctrl,Rod,6.781078,5.740217,Gls,0.0,False,0.0
cell_16062,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.8829308,-1.2100453,Gls,3.0,True,1.8096193468564423
cell_16063,35dayS1,P35,Ctrl,P35_Ctrl,Rod,5.9352827,-1.960794,Gls,0.0,False,0.0
cell_16064,35dayS1,P35,Ctrl,P35_Ctrl,BC,1.738932,-10.671255,Gls,27.0,True,2.4147994022985824
cell_16065,35dayS1,P35,Ctrl,P35_Ctrl,Rod,10.084639,4.193441,Gls,4.0,True,2.0073141603894435
cell_16066,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.8546934,-1.5400784,Gls,2.0,True,1.3581317381790956
cell_16067,35dayS1,P35,Ctrl,P35_Ctrl,Rod,7.8972764,6.494204,Gls,0.0,False,0.0
cell_16068,35dayS1,P35,Ctrl,P35_Ctrl,BC,13.4500065,-5.1685305,Gls,9.0,True,1.8417461566069866
cell_16069,35dayS1,P35,Ctrl,P35_Ctrl,Rod,6.3337436,-1.8164644,Gls,3.0,True,1.199102696252989
cell_16070,35dayS1,P35,Ctrl,P35_Ctrl,Rod,7.087144,-0.7256918,Gls,7.0,True,1.3996961488778294
cell_16071,35dayS1,P35,Ctrl,P35_Ctrl,Rod,5.538675,-1.3727024,Gls,0.0,False,0.0
cell_16072,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.707296,7.663094,Gls,5.0,True,2.3831180991238843
cell_16073,35dayS1,P35,Ctrl,P35_Ctrl,Rod,3.9750202,-2.176325,Gls,0.0,False,0.0
cell_16074,35dayS1,P35,Ctrl,P35_Ctrl,Rod,3.8251932,-1.549463,Gls,1.0,True,1.7122338344291723
cell_16075,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.875158,6.45184,Gls,6.0,True,2.4000191888829105
cell_16076,35dayS1,P35,Ctrl,P35_Ctrl,Rod,10.83769,7.273073,Gls,1.0,True,1.0191547746292204
cell_16077,35dayS1,P35,Ctrl,P35_Ctrl,AC,0.30254173,2.9248405,Gls,5.0,True,1.0151653857326144
cell_16078,35dayS1,P35,Ctrl,P35_Ctrl,Rod,3.603912,-2.1055396,Gls,1.0,True,1.086754442217326
cell_16079,35dayS1,P35,Ctrl,P35_Ctrl,BC,10.699303,-8.638748,Gls,21.0,True,2.414421539484352
cell_16080,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.824832,-2.6151288,Gls,2.0,True,1.5601212939224225
cell_16081,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.0163445,-4.071374,Gls,0.0,False,0.0
cell_16082,35dayS1,P35,Ctrl,P35_Ctrl,Rod,10.868459,7.5109906,Gls,2.0,True,2.0028650419827856
cell_16083,35dayS1,P35,Ctrl,P35_Ctrl,Rod,9.752082,6.6775703,Gls,1.0,True,1.208189254704871
cell_16084,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.038326,-3.0889266,Gls,0.0,False,0.0
cell_16085,35dayS1,P35,Ctrl,P35_Ctrl,AC,-1.2346357,1.9856858,Gls,7.0,True,2.2865183429697993
cell_16086,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.6737695,-2.3891451,Gls,1.0,True,1.0876666433213498
cell_16087,35dayS1,P35,Ctrl,P35_Ctrl,Rod,10.619349,3.2858746,Gls,1.0,True,1.4132898654619022
cell_16088,35dayS1,P35,Ctrl,P35_Ctrl,Rod,7.5090346,4.5936985,Gls,1.0,True,1.3503501497248045
cell_16089,35dayS1,P35,Ctrl,P35_Ctrl,Rod,2.3915877,-2.6530657,Gls,0.0,False,0.0
cell_16090,35dayS1,P35,Ctrl,P35_Ctrl,Rod,13.017432,10.802927,Gls,2.0,True,2.3182132504308184
cell_16091,35dayS1,P35,Ctrl,P35_Ctrl,Rod,9.049311,4.975049,Gls,0.0,False,0.0
cell_16092,35dayS1,P35,Ctrl,P35_Ctrl,Rod,3.8658957,-3.0770621,Gls,3.0,True,2.2127821087713233
cell_16093,35dayS1,P35,Ctrl,P35_Ctrl,Rod,10.228597,3.9614637,Gls,0.0,False,0.0
cell_16094,35dayS1,P35,Ctrl,P35_Ctrl,Rod,5.2035985,-3.1058161,Gls,0.0,False,0.0
cell_16095,35dayS1,P35,Ctrl,P35_Ctrl,Rod,10.915973,4.3244705,Gls,7.0,True,2.1749847426040203
cell_16096,35dayS1,P35,Ctrl,P35_Ctrl,Rod,3.1648145,-2.739114,Gls,4.0,True,2.827958323282878
cell_16097,35dayS1,P35,Ctrl,P35_Ctrl,Rod,10.111539,5.456592,Gls,2.0,True,1.5503948465765782
cell_16098,35dayS1,P35,Ctrl,P35_Ctrl,Rod,10.802456,3.3298554,Gls,0.0,False,0.0
cell_16099,35dayS1,P35,Ctrl,P35_Ctrl,Rod,6.6700296,4.4680333,Gls,0.0,False,0.0
cell_16100,35dayS1,P35,Ctrl,P35_Ctrl,Rod,8.049737,6.050019,Gls,0.0,False,0.0
cell_16101,35dayS1,P35,Ctrl,P35_Ctrl,Rod,7.220738,5.075614,Gls,1.0,True,1.1282684982509978
cell_16102,35dayS1,P35,Ctrl,P35_Ctrl,BC,10.109328,-8.804883,Gls,31.0,True,2.7898891615234462
cell_16103,35dayS1,P35,Ctrl,P35_Ctrl,Rod,8.098601,5.314827,Gls,0.0,False,0.0
cell_16104,35dayS1,P35,Ctrl,P35_Ctrl,Rod,8.623214,4.3525243,Gls,1.0,True,1.5198257537444133
cell_16105,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.50212,-4.7066984,Gls,0.0,False,0.0
cell_16106,35dayS1,P35,Ctrl,P35_Ctrl,BC,11.016304,-4.6922264,Gls,17.0,True,2.6191862654178752
cell_16107,35dayS1,P35,Ctrl,P35_Ctrl,Rod,7.715891,5.2054496,Gls,0.0,False,0.0
cell_16108,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.547649,4.584853,Gls,3.0,True,1.894254437340248
cell_16109,35dayS1,P35,Ctrl,P35_Ctrl,Rod,10.444177,6.077887,Gls,3.0,True,2.2067626526266255
cell_16110,35dayS1,P35,Ctrl,P35_Ctrl,Rod,8.007219,6.8259034,Gls,1.0,True,1.0520745244420107
cell_16111,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.9966555,-2.898358,Gls,3.0,True,1.7513993020421879
cell_16112,35dayS1,P35,Ctrl,P35_Ctrl,BC,15.138897,-3.465194,Gls,3.0,True,2.3290167382625384
cell_16113,35dayS1,P35,Ctrl,P35_Ctrl,AC,-3.6772215,3.7794476,Gls,3.0,True,1.6643131368842294
cell_16114,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.181075,10.297759,Gls,0.0,False,0.0
cell_16115,35dayS1,P35,Ctrl,P35_Ctrl,AC,-0.920823,3.9223447,Gls,2.0,True,1.5866337003379152
cell_16116,35dayS1,P35,Ctrl,P35_Ctrl,Rod,10.119884,4.1850066,Gls,3.0,True,2.2763703435198983
cell_16117,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.5671663,4.10861,Gls,4.0,True,1.7576924197138115
cell_16118,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.938592,8.0014925,Gls,5.0,True,2.5514683122091517
cell_16119,35dayS1,P35,Ctrl,P35_Ctrl,BC,14.714214,-13.289132,Gls,4.0,True,2.1261817585795737
cell_16120,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.255723,6.115275,Gls,2.0,True,1.3141157155815126
cell_16121,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.954014,-3.938382,Gls,3.0,True,1.913864011248609
cell_16122,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.973701,6.3199472,Gls,1.0,True,0.8822914905583823
cell_16123,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.405921,5.5816145,Gls,7.0,True,2.7673143427696094
cell_16124,35dayS1,P35,Ctrl,P35_Ctrl,Rod,2.9081652,-0.29298416,Gls,1.0,True,1.5184321806768288
cell_16125,35dayS1,P35,Ctrl,P35_Ctrl,AC,-2.3194935,-1.2398634,Gls,0.0,False,0.0
cell_16126,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.396901,-2.088887,Gls,0.0,False,0.0
cell_16127,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.105766,-1.4156778,Gls,0.0,False,0.0
cell_16128,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.3061953,-4.0748205,Gls,8.0,True,2.8849458852450884
cell_16129,35dayS1,P35,Ctrl,P35_Ctrl,Rod,6.502523,-1.9790876,Gls,1.0,True,0.8270966535584685
cell_16130,35dayS1,P35,Ctrl,P35_Ctrl,RGC,3.5542634,16.221912,Gls,0.0,False,0.0
cell_16131,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.722048,-2.048369,Gls,9.0,True,2.272544549975824
cell_16132,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.409276,10.53124,Gls,1.0,True,1.6068828168249205
cell_16133,35dayS1,P35,Ctrl,P35_Ctrl,Rod,7.4683924,6.41575,Gls,0.0,False,0.0
cell_16134,35dayS1,P35,Ctrl,P35_Ctrl,Rod,7.7599635,6.3188124,Gls,1.0,True,1.2900490417338228
cell_16135,35dayS1,P35,Ctrl,P35_Ctrl,Rod,5.303465,5.3360357,Gls,0.0,False,0.0
cell_16136,35dayS1,P35,Ctrl,P35_Ctrl,Rod,3.7484314,-2.5778542,Gls,2.0,True,1.7948913227118488
cell_16137,35dayS1,P35,Ctrl,P35_Ctrl,Rod,9.5121155,7.22126,Gls,0.0,False,0.0
cell_16138,35dayS1,P35,Ctrl,P35_Ctrl,MG,1.2775781,9.294608,Gls,0.0,False,0.0
cell_16139,35dayS1,P35,Ctrl,P35_Ctrl,Rod,10.969158,5.747393,Gls,2.0,True,1.6120028384956253
cell_16140,35dayS1,P35,Ctrl,P35_Ctrl,BC,9.750488,-5.755043,Gls,2.0,True,2.1796417067783525
cell_16141,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.126079,4.92128,Gls,0.0,False,0.0
cell_16142,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.950782,-2.4194238,Gls,6.0,True,2.302945172215364
cell_16143,35dayS1,P35,Ctrl,P35_Ctrl,AC,-2.99113,-4.788722,Gls,12.0,True,1.6202720070210994
cell_16144,35dayS1,P35,Ctrl,P35_Ctrl,Rod,3.0520601,-2.8135269,Gls,2.0,True,1.919468729875753
cell_16145,35dayS1,P35,Ctrl,P35_Ctrl,BC,12.527578,-2.0781674,Gls,10.0,True,2.143404090495221
cell_16146,35dayS1,P35,Ctrl,P35_Ctrl,Rod,9.808451,6.633645,Gls,2.0,True,1.5892670426179765
cell_16147,35dayS1,P35,Ctrl,P35_Ctrl,Rod,6.05063,5.2597656,Gls,9.0,True,2.3843693677605557
cell_16148,35dayS1,P35,Ctrl,P35_Ctrl,Rod,8.200692,5.912119,Gls,3.0,True,1.8320356694991882
cell_16149,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.95264,2.20071,Gls,4.0,True,0.8920995598108642
cell_16150,35dayS1,P35,Ctrl,P35_Ctrl,Rod,8.457411,4.573657,Gls,3.0,True,1.7814181154333224
cell_16151,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.6946774,-1.4973181,Gls,0.0,False,0.0
cell_16152,35dayS1,P35,Ctrl,P35_Ctrl,MG,1.2991195,9.523855,Gls,1.0,True,0.37046666899170866
cell_16153,35dayS1,P35,Ctrl,P35_Ctrl,Rod,10.530159,7.576445,Gls,7.0,True,2.450420473716831
cell_16154,35dayS1,P35,Ctrl,P35_Ctrl,Rod,9.427053,3.6217566,Gls,2.0,True,1.842913237538952
cell_16155,35dayS1,P35,Ctrl,P35_Ctrl,Rod,2.9826462,-2.8324285,Gls,0.0,False,0.0
cell_16156,35dayS1,P35,Ctrl,P35_Ctrl,Rod,8.753121,5.4786663,Gls,2.0,True,1.8478505559275218
cell_16157,35dayS1,P35,Ctrl,P35_Ctrl,Rod,5.027247,3.8784692,Gls,1.0,True,0.9620577885803235
cell_16158,35dayS1,P35,Ctrl,P35_Ctrl,BC,11.568631,-8.642265,Gls,24.0,True,2.455558183925104
cell_16159,35dayS1,P35,Ctrl,P35_Ctrl,Rod,6.121232,-2.7859051,Gls,0.0,False,0.0
cell_16160,35dayS1,P35,Ctrl,P35_Ctrl,BC,10.362228,-8.615201,Gls,32.0,True,2.724044561232918
cell_16161,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.499899,5.8821383,Gls,0.0,False,0.0
cell_16162,35dayS1,P35,Ctrl,P35_Ctrl,BC,10.333498,-8.6129055,Gls,19.0,True,2.259820054555589
cell_16163,35dayS1,P35,Ctrl,P35_Ctrl,Cones,17.461601,-5.271004,Gls,16.0,True,2.293211527420861
cell_16164,35dayS1,P35,Ctrl,P35_Ctrl,AC,0.7176938,-1.865328,Gls,0.0,False,0.0
cell_16165,35dayS1,P35,Ctrl,P35_Ctrl,Rod,5.2558236,-2.1638715,Gls,2.0,True,1.3329268655120607
cell_16166,35dayS1,P35,Ctrl,P35_Ctrl,Rod,10.855596,6.9099708,Gls,0.0,False,0.0
cell_16167,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.3925986,-2.8168979,Gls,1.0,True,1.1323853123975491
cell_16168,35dayS1,P35,Ctrl,P35_Ctrl,Rod,4.781318,-2.8975801,Gls,0.0,False,0.0
cell_16169,35dayS1,P35,Ctrl,P35_Ctrl,Rod,3.5305083,-2.109341,Gls,0.0,False,0.0
cell_16170,35dayS1,P35,Ctrl,P35_Ctrl,Rod,3.409513,0.67971367,Gls,0.0,False,0.0
cell_16171,35dayS1,P35,Ctrl,P35_Ctrl,Rod,7.4778233,6.9462156,Gls,2.0,True,1.5651890667076085
cell_16172,35dayS1,P35,Ctrl,P35_Ctrl,Rod,8.551954,6.9356327,Gls,6.0,True,2.4915787095098856
cell_16173,35dayS1,P35,Ctrl,P35_Ctrl,AC,-3.8963544,8.539189,Gls,0.0,False,0.0
cell_16174,35dayS1,P35,Ctrl,P35_Ctrl,Rod,3.2085092,-3.7057912,Gls,0.0,False,0.0
cell_16175,35dayS1,P35,Ctrl,P35_Ctrl,Rod,9.418535,4.907305,Gls,0.0,False,0.0
cell_16176,35dayS1,P35,Ctrl,P35_Ctrl,Rod,8.166815,5.359877,Gls,1.0,True,1.2599520720678372
cell_16177,35dayS1,P35,Ctrl,P35_Ctrl,Rod,9.248978,5.108644,Gls,2.0,True,1.6357069107947824
cell_16178,35dayS1,P35,Ctrl,P35_Ctrl,BC,14.462019,-4.5349317,Gls,18.0,True,2.4189672034061998
cell_16179,35dayS1,P35,Ctrl,P35_Ctrl,Rod,10.235794,4.533351,Gls,0.0,False,0.0
cell_16180,35dayS1,P35,Ctrl,P35_Ctrl,Rod,6.012535,-1.4995543,Gls,0.0,False,0.0
cell_16181,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.550002,8.313872,Gls,0.0,False,0.0
cell_16182,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.4603615,6.01139,Gls,0.0,False,0.0
cell_16183,35dayS1,P35,Ctrl,P35_Ctrl,Rod,5.330734,-0.6425281,Gls,0.0,False,0.0
cell_16184,35dayS1,P35,Ctrl,P35_Ctrl,Rod,7.7272005,2.7037344,Gls,1.0,True,1.8803128665695001
cell_16185,35dayS1,P35,Ctrl,P35_Ctrl,Rod,6.9882517,-3.110812,Gls,0.0,False,0.0
cell_16186,35dayS1,P35,Ctrl,P35_Ctrl,Rod,5.5182495,-2.48969,Gls,4.0,True,1.9519342636586943
cell_16187,35dayS1,P35,Ctrl,P35_Ctrl,AC,-4.302238,2.2561338,Gls,2.0,True,0.5748760290574257
cell_16188,35dayS1,P35,Ctrl,P35_Ctrl,Rod,9.201025,4.6461334,Gls,0.0,False,0.0
cell_16189,35dayS1,P35,Ctrl,P35_Ctrl,BC,14.372884,-5.3722525,Gls,5.0,True,2.234932620431722
cell_16190,35dayS1,P35,Ctrl,P35_Ctrl,Rod,11.553819,11.780713,Gls,3.0,True,2.6933041293600835
