cell,sample,age,condition,age_condition,celltype,umap_1,umap_2,gene,raw_count,detected,lognorm_expr
cell_2180,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.061096,12.261102,Gls2,0.0,False,0.0
cell_2181,15dayS1,P15,Ctrl,P15_Ctrl,Rod,16.74071,9.102912,Gls2,0.0,False,0.0
cell_2182,15dayS1,P15,Ctrl,P15_Ctrl,Rod,13.651081,12.413048,Gls2,0.0,False,0.0
cell_2183,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.380007,9.248835,Gls2,0.0,False,0.0
cell_2184,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.409393,11.151076,Gls2,0.0,False,0.0
cell_2185,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.193073,10.609898,Gls2,0.0,False,0.0
cell_2186,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.022568,12.685941,Gls2,0.0,False,0.0
cell_2187,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.133598,8.866455,Gls2,0.0,False,0.0
cell_2188,15dayS1,P15,Ctrl,P15_Ctrl,Rod,15.642147,11.439656,Gls2,0.0,False,0.0
cell_2189,15dayS1,P15,Ctrl,P15_Ctrl,MG,2.1953392,10.692227,Gls2,0.0,False,0.0
cell_2190,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.582115,10.193153,Gls2,0.0,False,0.0
cell_2191,15dayS1,P15,Ctrl,P15_Ctrl,Rod,15.018917,12.825202,Gls2,0.0,False,0.0
cell_2192,15dayS1,P15,Ctrl,P15_Ctrl,Rod,16.945686,6.8297734,Gls2,0.0,False,0.0
cell_2193,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.042715,7.151304,Gls2,0.0,False,0.0
cell_2194,15dayS1,P15,Ctrl,P15_Ctrl,Rod,8.757861,7.5382338,Gls2,0.0,False,0.0
cell_2195,15dayS1,P15,Ctrl,P15_Ctrl,AC,-0.76288104,-1.647632,Gls2,0.0,False,0.0
cell_2196,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.96601,9.743942,Gls2,0.0,False,0.0
cell_2197,15dayS1,P15,Ctrl,P15_Ctrl,Rod,14.171805,13.031236,Gls2,0.0,False,0.0
cell_2198,15dayS1,P15,Ctrl,P15_Ctrl,MG,1.5271688,11.228353,Gls2,0.0,False,0.0
cell_2199,15dayS1,P15,Ctrl,P15_Ctrl,BC,1.5806625,-0.17167053,Gls2,0.0,False,0.0
cell_2200,15dayS1,P15,Ctrl,P15_Ctrl,Rod,13.585218,11.59433,Gls2,0.0,False,0.0
cell_2201,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.115194,9.449403,Gls2,0.0,False,0.0
cell_2202,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.393202,10.40353,Gls2,0.0,False,0.0
cell_2203,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.107792,10.543025,Gls2,0.0,False,0.0
cell_2204,15dayS1,P15,Ctrl,P15_Ctrl,Rod,14.204882,11.872953,Gls2,0.0,False,0.0
cell_2205,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.805973,7.640464,Gls2,0.0,False,0.0
cell_2206,15dayS1,P15,Ctrl,P15_Ctrl,AC,-0.45948997,0.90231407,Gls2,0.0,False,0.0
cell_2207,15dayS1,P15,Ctrl,P15_Ctrl,Cones,19.072123,-5.0761976,Gls2,0.0,False,0.0
cell_2208,15dayS1,P15,Ctrl,P15_Ctrl,Rod,16.751457,10.016022,Gls2,0.0,False,0.0
cell_2209,15dayS1,P15,Ctrl,P15_Ctrl,BC,8.386199,-7.9835315,Gls2,0.0,False,0.0
cell_2210,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.453274,9.887616,Gls2,0.0,False,0.0
cell_2211,15dayS1,P15,Ctrl,P15_Ctrl,Rod,19.120401,9.987622,Gls2,0.0,False,0.0
cell_2212,15dayS1,P15,Ctrl,P15_Ctrl,AC,0.058316782,0.33269727,Gls2,0.0,False,0.0
cell_2213,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.798153,11.100769,Gls2,0.0,False,0.0
cell_2214,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.697975,6.495186,Gls2,0.0,False,0.0
cell_2215,15dayS1,P15,Ctrl,P15_Ctrl,Rod,15.178648,13.195782,Gls2,0.0,False,0.0
cell_2216,15dayS1,P15,Ctrl,P15_Ctrl,AC,-3.8759139,7.9165134,Gls2,0.0,False,0.0
cell_2217,15dayS1,P15,Ctrl,P15_Ctrl,AC,-2.36028,-5.2347894,Gls2,0.0,False,0.0
cell_2218,15dayS1,P15,Ctrl,P15_Ctrl,Rod,13.45662,12.157941,Gls2,0.0,False,0.0
cell_2219,15dayS1,P15,Ctrl,P15_Ctrl,Rod,16.933382,11.148028,Gls2,0.0,False,0.0
cell_2220,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.692686,7.8122015,Gls2,0.0,False,0.0
cell_2221,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.587502,12.296253,Gls2,0.0,False,0.0
cell_2222,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.401571,11.340074,Gls2,0.0,False,0.0
cell_2223,15dayS1,P15,Ctrl,P15_Ctrl,Rod,16.33312,10.633853,Gls2,0.0,False,0.0
cell_2224,15dayS1,P15,Ctrl,P15_Ctrl,Rod,16.716095,10.137624,Gls2,0.0,False,0.0
cell_2225,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.62614,11.349899,Gls2,0.0,False,0.0
cell_2226,15dayS1,P15,Ctrl,P15_Ctrl,Rod,4.376422,-6.6258426,Gls2,0.0,False,0.0
cell_2227,15dayS1,P15,Ctrl,P15_Ctrl,Cones,19.205309,-5.860785,Gls2,0.0,False,0.0
cell_2228,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.499712,7.7251053,Gls2,0.0,False,0.0
cell_2229,15dayS1,P15,Ctrl,P15_Ctrl,Rod,14.255199,12.860518,Gls2,0.0,False,0.0
cell_2230,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.159771,7.6777225,Gls2,0.0,False,0.0
cell_2231,15dayS1,P15,Ctrl,P15_Ctrl,AC,-4.036445,7.935099,Gls2,0.0,False,0.0
cell_2232,15dayS1,P15,Ctrl,P15_Ctrl,AC,-1.7910194,-4.6021557,Gls2,1.0,True,0.4708752723480662
cell_2233,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.075577,8.982239,Gls2,0.0,False,0.0
cell_2234,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.551762,8.394364,Gls2,0.0,False,0.0
cell_2235,15dayS1,P15,Ctrl,P15_Ctrl,Rod,13.733526,11.577378,Gls2,0.0,False,0.0
cell_2236,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.345537,10.280291,Gls2,0.0,False,0.0
cell_2237,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.022104,10.22907,Gls2,0.0,False,0.0
cell_2238,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.652416,11.9456005,Gls2,0.0,False,0.0
cell_2239,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.164383,9.541969,Gls2,0.0,False,0.0
cell_2240,15dayS1,P15,Ctrl,P15_Ctrl,AC,-0.40246242,1.9022578,Gls2,0.0,False,0.0
cell_2241,15dayS1,P15,Ctrl,P15_Ctrl,Rod,4.7259765,-6.84818,Gls2,0.0,False,0.0
cell_2242,15dayS1,P15,Ctrl,P15_Ctrl,MG,0.25138354,11.254773,Gls2,0.0,False,0.0
cell_2243,15dayS1,P15,Ctrl,P15_Ctrl,BC,10.36803,-11.174088,Gls2,0.0,False,0.0
cell_2244,15dayS1,P15,Ctrl,P15_Ctrl,Rod,3.064488,-4.6935463,Gls2,0.0,False,0.0
cell_2245,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.141085,6.592829,Gls2,0.0,False,0.0
cell_2246,15dayS1,P15,Ctrl,P15_Ctrl,Rod,13.877351,11.231542,Gls2,0.0,False,0.0
cell_2247,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.74223,10.291692,Gls2,0.0,False,0.0
cell_2248,15dayS1,P15,Ctrl,P15_Ctrl,MG,1.0094005,11.654247,Gls2,0.0,False,0.0
cell_2249,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.527504,9.602289,Gls2,0.0,False,0.0
cell_2250,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.063875,9.791109,Gls2,0.0,False,0.0
cell_2251,15dayS1,P15,Ctrl,P15_Ctrl,AC,-0.4003517,0.73861754,Gls2,0.0,False,0.0
cell_2252,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.8938,9.065439,Gls2,0.0,False,0.0
cell_2253,15dayS1,P15,Ctrl,P15_Ctrl,Rod,13.643461,11.895579,Gls2,0.0,False,0.0
cell_2254,15dayS1,P15,Ctrl,P15_Ctrl,Rod,19.261086,10.586672,Gls2,0.0,False,0.0
cell_2255,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.99556,10.443425,Gls2,0.0,False,0.0
cell_2256,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.884563,6.7921257,Gls2,0.0,False,0.0
cell_2257,15dayS1,P15,Ctrl,P15_Ctrl,Microglia,7.3836026,12.835827,Gls2,0.0,False,0.0
cell_2258,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.88428,7.840384,Gls2,0.0,False,0.0
cell_2259,15dayS1,P15,Ctrl,P15_Ctrl,AC,-1.0911183,-0.25900784,Gls2,0.0,False,0.0
cell_2260,15dayS1,P15,Ctrl,P15_Ctrl,BC,20.337496,-1.0152951,Gls2,0.0,False,0.0
cell_2261,15dayS1,P15,Ctrl,P15_Ctrl,Rod,14.212576,11.350995,Gls2,0.0,False,0.0
cell_2262,15dayS1,P15,Ctrl,P15_Ctrl,MG,3.016578,2.413939,Gls2,0.0,False,0.0
cell_2263,15dayS1,P15,Ctrl,P15_Ctrl,Rod,16.858217,10.419801,Gls2,0.0,False,0.0
cell_2264,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.650106,7.943232,Gls2,0.0,False,0.0
cell_2265,15dayS1,P15,Ctrl,P15_Ctrl,AC,-1.9194101,-4.790846,Gls2,0.0,False,0.0
cell_2266,15dayS1,P15,Ctrl,P15_Ctrl,Rod,16.438103,7.9885716,Gls2,0.0,False,0.0
cell_2267,15dayS1,P15,Ctrl,P15_Ctrl,Cones,20.288418,-4.125912,Gls2,0.0,False,0.0
cell_2268,15dayS1,P15,Ctrl,P15_Ctrl,Rod,13.699955,11.526368,Gls2,0.0,False,0.0
cell_2269,15dayS1,P15,Ctrl,P15_Ctrl,MG,0.49371386,12.875112,Gls2,0.0,False,0.0
cell_2270,15dayS1,P15,Ctrl,P15_Ctrl,Rod,16.601173,8.640618,Gls2,0.0,False,0.0
cell_2271,15dayS1,P15,Ctrl,P15_Ctrl,Rod,4.329954,-6.9434075,Gls2,0.0,False,0.0
cell_2272,15dayS1,P15,Ctrl,P15_Ctrl,Rod,19.210579,9.069642,Gls2,0.0,False,0.0
cell_2273,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.266483,13.029165,Gls2,0.0,False,0.0
cell_2274,15dayS1,P15,Ctrl,P15_Ctrl,Rod,16.283154,11.549798,Gls2,0.0,False,0.0
cell_2275,15dayS1,P15,Ctrl,P15_Ctrl,Rod,19.000738,10.480039,Gls2,0.0,False,0.0
cell_2276,15dayS1,P15,Ctrl,P15_Ctrl,Rod,3.747724,-5.9434795,Gls2,0.0,False,0.0
cell_2277,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.011686,8.543389,Gls2,0.0,False,0.0
cell_2278,15dayS1,P15,Ctrl,P15_Ctrl,MG,0.6079962,11.137211,Gls2,0.0,False,0.0
cell_2279,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.38734,7.4989996,Gls2,0.0,False,0.0
cell_2280,15dayS1,P15,Ctrl,P15_Ctrl,Cones,18.087196,-3.2818332,Gls2,0.0,False,0.0
cell_2281,15dayS1,P15,Ctrl,P15_Ctrl,Rod,14.221595,11.208639,Gls2,0.0,False,0.0
cell_2282,15dayS1,P15,Ctrl,P15_Ctrl,AC,-0.51607025,1.936914,Gls2,0.0,False,0.0
cell_2283,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.242601,7.1670566,Gls2,0.0,False,0.0
cell_2284,15dayS1,P15,Ctrl,P15_Ctrl,Rod,16.760685,11.065821,Gls2,0.0,False,0.0
cell_2285,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.884058,10.925435,Gls2,0.0,False,0.0
cell_2286,15dayS1,P15,Ctrl,P15_Ctrl,Rod,13.577453,11.063949,Gls2,0.0,False,0.0
cell_2287,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.009474,10.342776,Gls2,0.0,False,0.0
cell_2288,15dayS1,P15,Ctrl,P15_Ctrl,AC,-2.4960678,-1.559441,Gls2,0.0,False,0.0
cell_2289,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.599545,7.9898057,Gls2,0.0,False,0.0
cell_2290,15dayS1,P15,Ctrl,P15_Ctrl,BC,10.3026285,-11.934935,Gls2,0.0,False,0.0
cell_2291,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.364962,7.647688,Gls2,0.0,False,0.0
cell_2292,15dayS1,P15,Ctrl,P15_Ctrl,BC,14.722599,-10.050403,Gls2,0.0,False,0.0
cell_2293,15dayS1,P15,Ctrl,P15_Ctrl,Rod,13.812276,13.376527,Gls2,0.0,False,0.0
cell_2294,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.377443,9.622331,Gls2,0.0,False,0.0
cell_2295,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.523388,7.568968,Gls2,0.0,False,0.0
cell_2296,15dayS1,P15,Ctrl,P15_Ctrl,Rod,16.38043,10.740499,Gls2,0.0,False,0.0
cell_2297,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.377073,5.2287893,Gls2,0.0,False,0.0
cell_2298,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.398762,8.38981,Gls2,0.0,False,0.0
cell_2299,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.991154,6.5740914,Gls2,0.0,False,0.0
cell_2300,15dayS1,P15,Ctrl,P15_Ctrl,Rod,14.855498,10.397179,Gls2,0.0,False,0.0
cell_2301,15dayS1,P15,Ctrl,P15_Ctrl,MG,0.749444,11.855341,Gls2,0.0,False,0.0
cell_2302,15dayS1,P15,Ctrl,P15_Ctrl,AC,-4.4141717,6.618335,Gls2,0.0,False,0.0
cell_2303,15dayS1,P15,Ctrl,P15_Ctrl,AC,-0.21843696,0.6397666,Gls2,0.0,False,0.0
cell_2304,15dayS1,P15,Ctrl,P15_Ctrl,Rod,13.275073,10.912899,Gls2,0.0,False,0.0
cell_2305,15dayS1,P15,Ctrl,P15_Ctrl,AC,-2.631175,-1.6286529,Gls2,0.0,False,0.0
cell_2306,15dayS1,P15,Ctrl,P15_Ctrl,MG,1.2514235,11.458059,Gls2,0.0,False,0.0
cell_2307,15dayS1,P15,Ctrl,P15_Ctrl,BC,1.6757152,-0.3205448,Gls2,0.0,False,0.0
cell_2308,15dayS1,P15,Ctrl,P15_Ctrl,Rod,16.56506,11.12412,Gls2,0.0,False,0.0
cell_2309,15dayS1,P15,Ctrl,P15_Ctrl,BC,14.63237,-9.497063,Gls2,0.0,False,0.0
cell_2310,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.561909,10.405434,Gls2,0.0,False,0.0
cell_2311,15dayS1,P15,Ctrl,P15_Ctrl,BC,13.048046,-5.9071503,Gls2,0.0,False,0.0
cell_2312,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.174173,9.65276,Gls2,0.0,False,0.0
cell_2313,15dayS1,P15,Ctrl,P15_Ctrl,Rod,13.959779,11.030221,Gls2,0.0,False,0.0
cell_2314,15dayS1,P15,Ctrl,P15_Ctrl,Rod,14.717762,11.685488,Gls2,0.0,False,0.0
cell_2315,15dayS1,P15,Ctrl,P15_Ctrl,BC,13.081372,-6.532944,Gls2,0.0,False,0.0
cell_2316,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.85573,7.852493,Gls2,0.0,False,0.0
cell_2317,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.215208,10.57466,Gls2,0.0,False,0.0
cell_2318,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.375114,7.1416855,Gls2,0.0,False,0.0
cell_2319,15dayS1,P15,Ctrl,P15_Ctrl,Rod,14.740816,12.646689,Gls2,0.0,False,0.0
cell_2320,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.688808,10.024102,Gls2,0.0,False,0.0
cell_2321,15dayS1,P15,Ctrl,P15_Ctrl,Rod,19.165747,9.962248,Gls2,0.0,False,0.0
cell_2322,15dayS1,P15,Ctrl,P15_Ctrl,Rod,14.493456,12.811236,Gls2,0.0,False,0.0
cell_2323,15dayS1,P15,Ctrl,P15_Ctrl,BC,10.228153,-11.6594715,Gls2,0.0,False,0.0
cell_2324,15dayS1,P15,Ctrl,P15_Ctrl,Rod,4.649845,-6.5215855,Gls2,0.0,False,0.0
cell_2325,15dayS1,P15,Ctrl,P15_Ctrl,Rod,13.05598,10.358491,Gls2,0.0,False,0.0
cell_2326,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.640038,7.212688,Gls2,0.0,False,0.0
cell_2327,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.915821,11.544447,Gls2,0.0,False,0.0
cell_2328,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.283863,7.7089763,Gls2,0.0,False,0.0
cell_2329,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.721804,11.341773,Gls2,0.0,False,0.0
cell_2330,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.353298,8.169447,Gls2,0.0,False,0.0
cell_2331,15dayS1,P15,Ctrl,P15_Ctrl,Rod,19.026194,7.356008,Gls2,0.0,False,0.0
cell_2332,15dayS1,P15,Ctrl,P15_Ctrl,BC,10.922964,-11.055238,Gls2,0.0,False,0.0
cell_2333,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.468142,8.443446,Gls2,0.0,False,0.0
cell_2334,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.144196,6.5134416,Gls2,0.0,False,0.0
cell_2335,15dayS1,P15,Ctrl,P15_Ctrl,Rod,4.3591146,-6.430183,Gls2,0.0,False,0.0
cell_2336,15dayS1,P15,Ctrl,P15_Ctrl,Rod,3.860499,-6.056594,Gls2,0.0,False,0.0
cell_2337,15dayS1,P15,Ctrl,P15_Ctrl,AC,-4.19862,-1.9308193,Gls2,0.0,False,0.0
cell_2338,15dayS1,P15,Ctrl,P15_Ctrl,Rod,12.7696,10.256643,Gls2,0.0,False,0.0
cell_2339,15dayS1,P15,Ctrl,P15_Ctrl,Rod,13.037974,10.448835,Gls2,0.0,False,0.0
cell_2340,15dayS1,P15,Ctrl,P15_Ctrl,AC,-0.26420623,2.2974825,Gls2,0.0,False,0.0
cell_2341,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.570969,12.264483,Gls2,0.0,False,0.0
cell_2342,15dayS1,P15,Ctrl,P15_Ctrl,MG,0.19047832,12.141797,Gls2,0.0,False,0.0
cell_2343,15dayS1,P15,Ctrl,P15_Ctrl,Cones,19.032228,-5.7759075,Gls2,0.0,False,0.0
cell_2344,15dayS1,P15,Ctrl,P15_Ctrl,Rod,19.592344,9.68495,Gls2,0.0,False,0.0
cell_2345,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.419178,8.066886,Gls2,0.0,False,0.0
cell_2346,15dayS1,P15,Ctrl,P15_Ctrl,Rod,19.03356,10.407419,Gls2,0.0,False,0.0
cell_2347,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.946674,7.6823235,Gls2,0.0,False,0.0
cell_2348,15dayS1,P15,Ctrl,P15_Ctrl,Rod,14.142466,12.54599,Gls2,0.0,False,0.0
cell_2349,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.38985,11.755731,Gls2,0.0,False,0.0
cell_2350,15dayS1,P15,Ctrl,P15_Ctrl,Rod,3.8084948,-6.1262565,Gls2,0.0,False,0.0
cell_2351,15dayS1,P15,Ctrl,P15_Ctrl,AC,-0.67516375,-1.5354512,Gls2,0.0,False,0.0
cell_2352,15dayS1,P15,Ctrl,P15_Ctrl,AC,-4.0797358,8.343396,Gls2,0.0,False,0.0
cell_2353,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.761475,8.852626,Gls2,0.0,False,0.0
cell_2354,15dayS1,P15,Ctrl,P15_Ctrl,Rod,4.1829214,-6.511814,Gls2,0.0,False,0.0
cell_2355,15dayS1,P15,Ctrl,P15_Ctrl,Rod,13.609529,11.600634,Gls2,0.0,False,0.0
cell_2356,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.54828,10.2221985,Gls2,0.0,False,0.0
cell_2357,15dayS1,P15,Ctrl,P15_Ctrl,Rod,16.982178,10.654399,Gls2,0.0,False,0.0
cell_2358,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.01491,9.225544,Gls2,0.0,False,0.0
cell_2359,15dayS1,P15,Ctrl,P15_Ctrl,Cones,18.97931,-6.8490443,Gls2,0.0,False,0.0
cell_2360,15dayS1,P15,Ctrl,P15_Ctrl,Rod,16.67351,9.235623,Gls2,0.0,False,0.0
cell_2361,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.001123,12.583613,Gls2,0.0,False,0.0
cell_2362,15dayS1,P15,Ctrl,P15_Ctrl,AC,-1.6597321,6.203249,Gls2,0.0,False,0.0
cell_2363,15dayS1,P15,Ctrl,P15_Ctrl,Rod,13.422565,11.887269,Gls2,0.0,False,0.0
cell_2364,15dayS1,P15,Ctrl,P15_Ctrl,Rod,14.734019,10.034264,Gls2,0.0,False,0.0
cell_2365,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.579416,10.43138,Gls2,0.0,False,0.0
cell_2366,15dayS1,P15,Ctrl,P15_Ctrl,Rod,4.243853,-6.573533,Gls2,0.0,False,0.0
cell_2367,15dayS1,P15,Ctrl,P15_Ctrl,Rod,13.539285,11.068898,Gls2,0.0,False,0.0
cell_2368,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.270735,7.803465,Gls2,0.0,False,0.0
cell_2369,15dayS1,P15,Ctrl,P15_Ctrl,Rod,13.663945,11.989263,Gls2,0.0,False,0.0
cell_2370,15dayS1,P15,Ctrl,P15_Ctrl,Rod,16.675613,8.525212,Gls2,0.0,False,0.0
cell_2371,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.83946,6.7489815,Gls2,0.0,False,0.0
cell_2372,15dayS1,P15,Ctrl,P15_Ctrl,Rod,16.803709,10.434653,Gls2,0.0,False,0.0
cell_2373,15dayS1,P15,Ctrl,P15_Ctrl,BC,13.7239065,-9.434468,Gls2,0.0,False,0.0
cell_2374,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.817966,9.750691,Gls2,0.0,False,0.0
cell_2375,15dayS1,P15,Ctrl,P15_Ctrl,AC,-5.344768,-3.421825,Gls2,0.0,False,0.0
cell_2376,15dayS1,P15,Ctrl,P15_Ctrl,AC,-2.3560023,-5.015146,Gls2,0.0,False,0.0
cell_2377,15dayS1,P15,Ctrl,P15_Ctrl,Rod,13.568261,11.685427,Gls2,0.0,False,0.0
cell_2378,15dayS1,P15,Ctrl,P15_Ctrl,Rod,4.160673,9.0513935,Gls2,0.0,False,0.0
cell_2379,15dayS1,P15,Ctrl,P15_Ctrl,Rod,16.494001,13.1596775,Gls2,0.0,False,0.0
cell_2380,15dayS1,P15,Ctrl,P15_Ctrl,BC,14.981248,-10.409708,Gls2,0.0,False,0.0
cell_2381,15dayS1,P15,Ctrl,P15_Ctrl,BC,20.05422,-0.9840357,Gls2,0.0,False,0.0
cell_2382,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.651222,9.423911,Gls2,0.0,False,0.0
cell_2383,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.240831,11.974305,Gls2,0.0,False,0.0
cell_2384,15dayS1,P15,Ctrl,P15_Ctrl,Rod,4.234326,-6.4777355,Gls2,0.0,False,0.0
cell_2385,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.874352,11.721333,Gls2,0.0,False,0.0
cell_2386,15dayS1,P15,Ctrl,P15_Ctrl,Rod,16.158539,11.446646,Gls2,0.0,False,0.0
cell_2387,15dayS1,P15,Ctrl,P15_Ctrl,Rod,14.807474,12.951858,Gls2,0.0,False,0.0
cell_2388,15dayS1,P15,Ctrl,P15_Ctrl,AC,-0.6641716,-1.5430945,Gls2,0.0,False,0.0
cell_2389,15dayS1,P15,Ctrl,P15_Ctrl,AC,-4.104124,7.9872074,Gls2,0.0,False,0.0
cell_2390,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.713684,10.029997,Gls2,0.0,False,0.0
cell_2391,15dayS1,P15,Ctrl,P15_Ctrl,BC,7.833162,-8.171638,Gls2,0.0,False,0.0
cell_2392,15dayS1,P15,Ctrl,P15_Ctrl,Rod,13.911132,10.941732,Gls2,0.0,False,0.0
cell_2393,15dayS1,P15,Ctrl,P15_Ctrl,Rod,13.312125,12.392675,Gls2,0.0,False,0.0
cell_2394,15dayS1,P15,Ctrl,P15_Ctrl,Rod,15.077789,12.243343,Gls2,0.0,False,0.0
cell_2395,15dayS1,P15,Ctrl,P15_Ctrl,MG,0.13452019,11.933174,Gls2,0.0,False,0.0
cell_2396,15dayS1,P15,Ctrl,P15_Ctrl,Rod,15.351167,12.10215,Gls2,0.0,False,0.0
cell_2397,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.485481,5.8045,Gls2,0.0,False,0.0
cell_2398,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.058609,7.6899304,Gls2,0.0,False,0.0
cell_2399,15dayS1,P15,Ctrl,P15_Ctrl,Rod,19.214117,8.705556,Gls2,0.0,False,0.0
cell_2400,15dayS1,P15,Ctrl,P15_Ctrl,Rod,16.80607,7.5552344,Gls2,0.0,False,0.0
cell_2401,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.637993,9.391782,Gls2,0.0,False,0.0
cell_2402,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.355898,8.296314,Gls2,0.0,False,0.0
cell_2403,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.17202,7.49428,Gls2,0.0,False,0.0
cell_2404,15dayS1,P15,Ctrl,P15_Ctrl,Rod,17.393019,10.427253,Gls2,0.0,False,0.0
cell_2405,15dayS1,P15,Ctrl,P15_Ctrl,Rod,16.777386,8.627152,Gls2,0.0,False,0.0
cell_2406,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.080477,9.18753,Gls2,0.0,False,0.0
cell_2407,15dayS1,P15,Ctrl,P15_Ctrl,AC,-0.61649984,-0.13060647,Gls2,0.0,False,0.0
cell_2408,15dayS1,P15,Ctrl,P15_Ctrl,BC,10.920957,-6.279591,Gls2,0.0,False,0.0
cell_2409,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.212008,9.498981,Gls2,0.0,False,0.0
cell_2410,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.097971,10.867206,Gls2,0.0,False,0.0
cell_2411,15dayS1,P15,Ctrl,P15_Ctrl,BC,14.351883,-5.9865494,Gls2,0.0,False,0.0
cell_2412,15dayS1,P15,Ctrl,P15_Ctrl,Rod,4.200506,-6.1918902,Gls2,0.0,False,0.0
cell_2413,15dayS1,P15,Ctrl,P15_Ctrl,Rod,18.221039,8.357917,Gls2,0.0,False,0.0
